Truth,Decoded
Si grazie e arrivederci,perere io e io
Le auguro una buona giornata,due io lo
Buongiorno io sono Mario,tu a lo
Buonasera io sono Mario,tu e a io lo
Piacere Luigi come stai,tu a lo
Tutto bene tu,un io
Salve quanto costa quell articolo,e e io certo
E in offerta costa dieci euro,e e io certo
Tutto bene grazie,un bene
Prendiamo un caffe al bar,tra bene
"Certo volentieri, io lo prendero macchiato",e e e certo
A che ora arriva il pullman,tu bene
Dovrebbe arrivare tra qualche minuto,ora bene
Quanto costa il biglietto,tra bene
Purtroppo non lo so pero potresti chiedere all autista,pero e costa certo
Va bene grazie lo stesso,tu a bene
Prego,tutto
Perfetto vorrei comprarne due.,tu e io io
Certo ecco a lei vuole un sacchetto,e e a io certo
Si grazie e arrivederci,tu e bene
Le auguro una buona giornata,tra bene
Buongiorno io sono Mario,tu a bene
Buonasera io sono Mario,tu a lo
Piacere Luigi come stai,tu e a io io
Tutto bene tu,tu io
Salve quanto costa quell articolo,io io lo
E in offerta costa dieci euro,tu a io bene
Tutto bene grazie,tu lo
Prendiamo un caffe al bar,tra bene
"Certo volentieri, io lo prendero macchiato",pero io certo
A che ora arriva il pullman,tu bene
Dovrebbe arrivare tra qualche minuto,tu a lo
