Truth,Decoded
Quanto costa il biglietto,un bene
Purtroppo non lo so pero potresti chiedere all autista,certo ora io certo
Va bene grazie lo stesso,tu io io
Prego,un io
Perfetto vorrei comprarne due.,tu e io io
Certo ecco a lei vuole un sacchetto,tu e io io
Si grazie e arrivederci,e e a io
Le auguro una buona giornata,io io sono
Buongiorno io sono Mario,io io io
Buonasera io sono Mario,un sono
Piacere Luigi come stai,un io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo io io costa un tutto
E in offerta costa dieci euro,va e a io io
Tutto bene grazie,io io io
Prendiamo un caffe al bar,tu io
"Certo volentieri, io lo prendero macchiato",certo io io costa un tutto
A che ora arriva il pullman,a io io
Dovrebbe arrivare tra qualche minuto,a e a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io io io io
Va bene grazie lo stesso,a a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io ora un io
Certo ecco a lei vuole un sacchetto,a e a lo io
Si grazie e arrivederci,certo io costa ueiuto
Le auguro una buona giornata,certo io costa certo
Buongiorno io sono Mario,un io
Buonasera io sono Mario,e e e e io
Piacere Luigi come stai,e e costa certo
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo io e costa un tutto
