Truth,Decoded
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pero e io e io
Va bene grazie lo stesso,tu io
Prego,tu io
Perfetto vorrei comprarne due.,tu e io io
Certo ecco a lei vuole un sacchetto,tu io io
Si grazie e arrivederci,tu a io io
Le auguro una buona giornata,tu io io
Buongiorno io sono Mario,tu io
Buonasera io sono Mario,tu io
Piacere Luigi come stai,tu io
Tutto bene tu,tu io
Salve quanto costa quell articolo,pero ora io e io
E in offerta costa dieci euro,tu a io lo
Tutto bene grazie,due io io
Prendiamo un caffe al bar,tu io
"Certo volentieri, io lo prendero macchiato",certo e io e io
A che ora arriva il pullman,tu io
Dovrebbe arrivare tra qualche minuto,tu a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo e io e io
Va bene grazie lo stesso,tu a io lo
Prego,tu io
Perfetto vorrei comprarne due.,pero io io e io
Certo ecco a lei vuole un sacchetto,tu a lo
Si grazie e arrivederci,pero ora io lo
Le auguro una buona giornata,e io io e io
Buongiorno io sono Mario,tu io
Buonasera io sono Mario,pero ora io e io
Piacere Luigi come stai,pero e io e io
Tutto bene tu,tu io
Salve quanto costa quell articolo,pero e io e io
