Truth,Decoded
Quanto costa il biglietto,tutto io
Purtroppo non lo so pero potresti chiedere all autista,pero io io io
Va bene grazie lo stesso,tu io io
Prego,tu io
Perfetto vorrei comprarne due.,pero io io
Certo ecco a lei vuole un sacchetto,buona io io
Si grazie e arrivederci,tu un a lo io
Le auguro una buona giornata,io io bar
Buongiorno io sono Mario,un io io
Buonasera io sono Mario,un io io
Piacere Luigi come stai,tutto io sono
Tutto bene tu,tu io
Salve quanto costa quell articolo,e io costa un io
E in offerta costa dieci euro,tu e io io
Tutto bene grazie,io io io
Prendiamo un caffe al bar,un io
"Certo volentieri, io lo prendero macchiato",certo io costa un io
A che ora arriva il pullman,tu io bene
Dovrebbe arrivare tra qualche minuto,un io io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo io io e io
Va bene grazie lo stesso,tu a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io a un io
Certo ecco a lei vuole un sacchetto,a a io
Si grazie e arrivederci,e e io costa un io
Le auguro una buona giornata,e e io io e io
Buongiorno io sono Mario,un io io
Buonasera io sono Mario,e e e costa un io
Piacere Luigi come stai,e e io costa un io
Tutto bene tu,tutto io
Salve quanto costa quell articolo,certo e costa certo
