Truth,Decoded
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pero e lo e lo
Va bene grazie lo stesso,tu bene
Prego,un lo
Perfetto vorrei comprarne due.,un lo lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,tu e a lo lo
Le auguro una buona giornata,lo lo bene
Buongiorno io sono Mario,un bene
Buonasera io sono Mario,tu lo lo
Piacere Luigi come stai,lo lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,e e lo e lo
E in offerta costa dieci euro,tu e lo lo
Tutto bene grazie,lo lo bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo lo costa e lo
A che ora arriva il pullman,tu lo bene
Dovrebbe arrivare tra qualche minuto,tu a bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo lo
Va bene grazie lo stesso,tu a lo lo
Prego,tutto
Perfetto vorrei comprarne due.,pero lo lo io lo
Certo ecco a lei vuole un sacchetto,tu a lo
Si grazie e arrivederci,a e a tutto
Le auguro una buona giornata,e lo lo e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,bene e lo lo
Piacere Luigi come stai,pero lo lo e lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo e costa e lo
