Truth,Decoded
Quanto costa il biglietto,io bene
Purtroppo non lo so pero potresti chiedere all autista,certo ora so ineato
Va bene grazie lo stesso,tu io io
Prego,un io
Perfetto vorrei comprarne due.,tu e io io
Certo ecco a lei vuole un sacchetto,tu e io io
Si grazie e arrivederci,e e a io io
Le auguro una buona giornata,io io io
Buongiorno io sono Mario,io io io
Buonasera io sono Mario,un io sono
Piacere Luigi come stai,io io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo ora costa un io
E in offerta costa dieci euro,a e io io
Tutto bene grazie,un io io
Prendiamo un caffe al bar,un io
"Certo volentieri, io lo prendero macchiato",certo io io costa bene io
A che ora arriva il pullman,tu io io
Dovrebbe arrivare tra qualche minuto,tu a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io io e io
Va bene grazie lo stesso,a a io io
Prego,tu io
Perfetto vorrei comprarne due.,certo io ora io io
Certo ecco a lei vuole un sacchetto,tu e a io
Si grazie e arrivederci,e e e costa un io
Le auguro una buona giornata,e io so e io
Buongiorno io sono Mario,tutto io
Buonasera io sono Mario,e e e ora certo
Piacere Luigi come stai,certo ora costa un io
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora costa un io
