Truth,Decoded
Salve quanto costa quell articolo,due e io
E in offerta costa dieci euro,un lo
Tutto bene grazie,due lo
Prendiamo un caffe al bar,due lo
"Certo volentieri, io lo prendero macchiato",due e io
A che ora arriva il pullman,due lo
Dovrebbe arrivare tra qualche minuto,euro lo
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,euro e io
Va bene grazie lo stesso,due lo
Prego,euro lo
Perfetto vorrei comprarne due.,due lo
Certo ecco a lei vuole un sacchetto,due e io
Si grazie e arrivederci,due e io
Le auguro una buona giornata,euro e io
Buongiorno io sono Mario,due e io
Buonasera io sono Mario,due lo
Piacere Luigi come stai,un lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,due e io
E in offerta costa dieci euro,due lo
Tutto bene grazie,due lo
Prendiamo un caffe al bar,due e io
"Certo volentieri, io lo prendero macchiato",pero lo
A che ora arriva il pullman,una lo
Dovrebbe arrivare tra qualche minuto,due lo
Quanto costa il biglietto,due e io
Purtroppo non lo so pero potresti chiedere all autista,certo e io
Va bene grazie lo stesso,due lo
Prego,euro lo
Perfetto vorrei comprarne due.,due lo
Certo ecco a lei vuole un sacchetto,due e io
