Truth,Decoded
Quanto costa il biglietto,tu e io
Purtroppo non lo so pero potresti chiedere all autista,certo ora io e io
Va bene grazie lo stesso,un bene
Prego,tu bene
Perfetto vorrei comprarne due.,euro io lo
Certo ecco a lei vuole un sacchetto,tu e a io lo
Si grazie e arrivederci,e e a lo
Le auguro una buona giornata,io io io
Buongiorno io sono Mario,io io bene
Buonasera io sono Mario,una io sono
Piacere Luigi come stai,sono io sono
Tutto bene tu,tu lo
Salve quanto costa quell articolo,e io costa e io
E in offerta costa dieci euro,a lo io so
Tutto bene grazie,io io lo
Prendiamo un caffe al bar,io bene
"Certo volentieri, io lo prendero macchiato",e io costa due io
A che ora arriva il pullman,a io bene
Dovrebbe arrivare tra qualche minuto,un bene
Quanto costa il biglietto,tutto
Purtroppo non lo so pero potresti chiedere all autista,certo io io e io
Va bene grazie lo stesso,tu e io lo
Prego,tutto
Perfetto vorrei comprarne due.,e lo io e lo
Certo ecco a lei vuole un sacchetto,un io io
Si grazie e arrivederci,e e e costa e lo
Le auguro una buona giornata,e io io e io
Buongiorno io sono Mario,tutto lo
Buonasera io sono Mario,e e si costa io
Piacere Luigi come stai,e e io lo pero
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo io costa certo
