Truth,Decoded
Quanto costa il biglietto,un lo
Purtroppo non lo so pero potresti chiedere all autista,certo e lo certo
Va bene grazie lo stesso,tu bene
Prego,un lo
Perfetto vorrei comprarne due.,tu e lo lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,tu e a lo
Le auguro una buona giornata,lo lo lo
Buongiorno io sono Mario,un lo bene
Buonasera io sono Mario,un lo lo
Piacere Luigi come stai,lo lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo ora lo e lo
E in offerta costa dieci euro,tu e lo lo
Tutto bene grazie,lo lo bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo lo lo certo
A che ora arriva il pullman,tu lo lo
Dovrebbe arrivare tra qualche minuto,tu e lo
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e lo
Va bene grazie lo stesso,tu a lo lo
Prego,un lo
Perfetto vorrei comprarne due.,pero lo lo tutto
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,e e lo tutto
Le auguro una buona giornata,pero lo lo e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e e lo lo
Piacere Luigi come stai,certo lo lo e lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,pero ora costa e lo
