Truth,Decoded
Quanto costa il biglietto,tu e lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo
Va bene grazie lo stesso,un lo
Prego,tu lo
Perfetto vorrei comprarne due.,tu lo
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,un lo
Le auguro una buona giornata,tu lo
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,un lo
Piacere Luigi come stai,tu lo
Tutto bene tu,tu e lo
Salve quanto costa quell articolo,tu lo
E in offerta costa dieci euro,tu lo
Tutto bene grazie,tu lo
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",certo lo e lo
A che ora arriva il pullman,tu e lo
Dovrebbe arrivare tra qualche minuto,un lo
Quanto costa il biglietto,un lo
Purtroppo non lo so pero potresti chiedere all autista,certo e lo
Va bene grazie lo stesso,tu lo
Prego,tu e lo
Perfetto vorrei comprarne due.,pero lo e lo
Certo ecco a lei vuole un sacchetto,un lo
Si grazie e arrivederci,euro lo
Le auguro una buona giornata,euro lo
Buongiorno io sono Mario,ora lo
Buonasera io sono Mario,pero lo e lo
Piacere Luigi come stai,pero lo e lo
Tutto bene tu,tu e lo
Salve quanto costa quell articolo,certo lo lo
