Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero e so io
Va bene grazie lo stesso,tu a bene
Prego,un lo
Perfetto vorrei comprarne due.,tu e io lo
Certo ecco a lei vuole un sacchetto,tu a io lo
Si grazie e arrivederci,tu e a lo
Le auguro una buona giornata,io io lo
Buongiorno io sono Mario,un io bene
Buonasera io sono Mario,tu a lo
Piacere Luigi come stai,io io lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora costa e lo
E in offerta costa dieci euro,tu a io io
Tutto bene grazie,io io bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo io costa e io
A che ora arriva il pullman,tu io bene
Dovrebbe arrivare tra qualche minuto,tu e lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,certo e io io
Va bene grazie lo stesso,tu a io lo
Prego,tu io
Perfetto vorrei comprarne due.,pero io io certo
Certo ecco a lei vuole un sacchetto,tu a lo
Si grazie e arrivederci,pero e costa e lo
Le auguro una buona giornata,pero io e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,pero e io io
Piacere Luigi come stai,pero io certo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo e costa certo
