Truth,Decoded
Quanto costa il biglietto,tutto bene
Purtroppo non lo so pero potresti chiedere all autista,certo lo so in lo
Va bene grazie lo stesso,un bene
Prego,tu lo
Perfetto vorrei comprarne due.,pero lo lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,tu e io lo lo
Le auguro una buona giornata,lo lo una
Buongiorno io sono Mario,lo bene
Buonasera io sono Mario,una sono
Piacere Luigi come stai,un lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,e lo costa un io
E in offerta costa dieci euro,a a lo lo
Tutto bene grazie,tutto lo bene
Prendiamo un caffe al bar,un bene
"Certo volentieri, io lo prendero macchiato",certo lo lo costa bene minuto
A che ora arriva il pullman,tu lo bene
Dovrebbe arrivare tra qualche minuto,un bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo e lo
Va bene grazie lo stesso,tu lo lo lo
Prego,tutto
Perfetto vorrei comprarne due.,certo lo lo in lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,e e e costa due lo
Le auguro una buona giornata,e lo lo un io
Buongiorno io sono Mario,un lo lo
Buonasera io sono Mario,e e e costa lo
Piacere Luigi come stai,e e lo costa un io
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo lei costa ueiuto
