Truth,Decoded
Quanto costa il biglietto,un bene
Purtroppo non lo so pero potresti chiedere all autista,certo lo so in lo
Va bene grazie lo stesso,tu a bene
Prego,un bene
Perfetto vorrei comprarne due.,tu e lo lo
Certo ecco a lei vuole un sacchetto,tu e a lo lo
Si grazie e arrivederci,a e a lo
Le auguro una buona giornata,lo lo bene
Buongiorno io sono Mario,lo lo bene
Buonasera io sono Mario,un lo sono
Piacere Luigi come stai,lo lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo lo costa un io
E in offerta costa dieci euro,a a lo lo
Tutto bene grazie,lo lo lo
Prendiamo un caffe al bar,lo bene
"Certo volentieri, io lo prendero macchiato",certo lo lo costa un lo
A che ora arriva il pullman,un a lo lo
Dovrebbe arrivare tra qualche minuto,a a lo bene
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pertopo lo lo lo e lo
Va bene grazie lo stesso,a a lo lo
Prego,tu lo
Perfetto vorrei comprarne due.,certo lo stai tutto
Certo ecco a lei vuole un sacchetto,a a lo lo
Si grazie e arrivederci,e e e costa tutto
Le auguro una buona giornata,e lo lo e lo
Buongiorno io sono Mario,lo lo lo
Buonasera io sono Mario,e e e costa un lo
Piacere Luigi come stai,e e lo costa un lo
Tutto bene tu,tutto bene
Salve quanto costa quell articolo,certo e costa un tutto
