Truth,Decoded
Salve quanto costa quell articolo,certo io lo costa e io
E in offerta costa dieci euro,e e a io io
Tutto bene grazie,bene e io ueiuto
Prendiamo un caffe al bar,tu a io bene
"Certo volentieri, io lo prendero macchiato",purtnpo non a lei costa hier lo atato
A che ora arriva il pullman,a e si io lo
Dovrebbe arrivare tra qualche minuto,e e mario io io
Quanto costa il biglietto,bar bene
Purtroppo non lo so pero potresti chiedere all autista,certo io pero costa il actato
Va bene grazie lo stesso,bene mario lo lo
Prego,tutto bene
Perfetto vorrei comprarne due.,a e e io lo
Certo ecco a lei vuole un sacchetto,certo mario costa e io
Si grazie e arrivederci,e e mario io lo
Le auguro una buona giornata,pero mario e bene io
Buongiorno io sono Mario,certo e e io io
Buonasera io sono Mario,bene mario euro
Piacere Luigi come stai,tu e si il lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo io io bene io
E in offerta costa dieci euro,bene io io
Tutto bene grazie,tu a io io
Prendiamo un caffe al bar,tu e a io a io
"Certo volentieri, io lo prendero macchiato",pero mario io io
A che ora arriva il pullman,tu io bene
Dovrebbe arrivare tra qualche minuto,tu bene
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,certo io lo lo bene io
Va bene grazie lo stesso,lo e a io so
Prego,tutto
Perfetto vorrei comprarne due.,tu lo io sono
Certo ecco a lei vuole un sacchetto,pero ora io e io
