Truth,Decoded
Quanto costa il biglietto,e lo
Purtroppo non lo so pero potresti chiedere all autista,e lo
Va bene grazie lo stesso,e lo
Prego,e lo
Perfetto vorrei comprarne due.,e lo
Certo ecco a lei vuole un sacchetto,e lo
Si grazie e arrivederci,e lo
Le auguro una buona giornata,e lo
Buongiorno io sono Mario,euro lo
Buonasera io sono Mario,e lo
Piacere Luigi come stai,e lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,e lo
E in offerta costa dieci euro,tu lo
Tutto bene grazie,tu lo
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",tu lo
A che ora arriva il pullman,tu lo
Dovrebbe arrivare tra qualche minuto,e lo
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,tu lo
Va bene grazie lo stesso,tu lo
Prego,tu lo
Perfetto vorrei comprarne due.,e lo
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,e lo
Le auguro una buona giornata,tu lo
Buongiorno io sono Mario,e lo
Buonasera io sono Mario,tu lo
Piacere Luigi come stai,tu lo
Tutto bene tu,e lo
Salve quanto costa quell articolo,euro lo
