Truth,Decoded
Si grazie e arrivederci,pero a a lo
Le auguro una buona giornata,tu e io io bene
Buongiorno io sono Mario,io io bene
Buonasera io sono Mario,a a io nmao
Piacere Luigi come stai,a e io io
Tutto bene tu,tu io
Salve quanto costa quell articolo,a e a io
E in offerta costa dieci euro,bene io lo
Tutto bene grazie,un bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",e a a euro
A che ora arriva il pullman,tu bene
Dovrebbe arrivare tra qualche minuto,a e a lo bene
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pero io costa due io
Va bene grazie lo stesso,tu e a lo bene
Prego,tutto
Perfetto vorrei comprarne due.,tu lo io so
Certo ecco a lei vuole un sacchetto,e e a euro
Si grazie e arrivederci,a a bene
Le auguro una buona giornata,tu bene
Buongiorno io sono Mario,a io bene
Buonasera io sono Mario,a e a io un io
Piacere Luigi come stai,tu e io io snmaio
Tutto bene tu,tutto
Salve quanto costa quell articolo,tutto lo
E in offerta costa dieci euro,un io sono
Tutto bene grazie,tutto bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo si io lo
A che ora arriva il pullman,tu bene
Dovrebbe arrivare tra qualche minuto,tu a a bene
