Truth,Decoded
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pero e io lo
Va bene grazie lo stesso,un bene
Prego,io io
Perfetto vorrei comprarne due.,tu e io io
Certo ecco a lei vuole un sacchetto,tu a io io
Si grazie e arrivederci,tu si io io
Le auguro una buona giornata,tu io io
Buongiorno io sono Mario,tu io
Buonasera io sono Mario,tu io
Piacere Luigi come stai,un io io
Tutto bene tu,tu io
Salve quanto costa quell articolo,pero ora io certo
E in offerta costa dieci euro,tu e io lo
Tutto bene grazie,due io io
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo e io e io
A che ora arriva il pullman,un io
Dovrebbe arrivare tra qualche minuto,tu e io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo e io lo
Va bene grazie lo stesso,tu a io
Prego,tu io
Perfetto vorrei comprarne due.,pero io io e io
Certo ecco a lei vuole un sacchetto,tu e lo
Si grazie e arrivederci,pero ora io certo
Le auguro una buona giornata,pero io lo
Buongiorno io sono Mario,un io
Buonasera io sono Mario,pero e io lo
Piacere Luigi come stai,pero io io lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,pero ora io certo
