Truth,Decoded
Quanto costa il biglietto,pero io lo
Purtroppo non lo so pero potresti chiedere all autista,certo e io certo
Va bene grazie lo stesso,tu io
Prego,tu io
Perfetto vorrei comprarne due.,e e io io
Certo ecco a lei vuole un sacchetto,e e io io
Si grazie e arrivederci,e e io io
Le auguro una buona giornata,tu e io io
Buongiorno io sono Mario,tu e io io
Buonasera io sono Mario,tu a io
Piacere Luigi come stai,tu e io io
Tutto bene tu,tu io
Salve quanto costa quell articolo,pero ora io certo
E in offerta costa dieci euro,tu a io lo
Tutto bene grazie,due io io
Prendiamo un caffe al bar,tu io
"Certo volentieri, io lo prendero macchiato",certo e io e io
A che ora arriva il pullman,tu io io
Dovrebbe arrivare tra qualche minuto,tu a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo io so e io
Va bene grazie lo stesso,tu a io lo
Prego,tu io
Perfetto vorrei comprarne due.,pero io io e io
Certo ecco a lei vuole un sacchetto,tu a io
Si grazie e arrivederci,pero ora io e io
Le auguro una buona giornata,pero io io e io
Buongiorno io sono Mario,tu io
Buonasera io sono Mario,pero ora io e io
Piacere Luigi come stai,pero e io lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,pero ora io e io
