Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero e so e lo
Va bene grazie lo stesso,tu bene
Prego,tu lo
Perfetto vorrei comprarne due.,tu lo
Certo ecco a lei vuole un sacchetto,tu a io lo
Si grazie e arrivederci,tu a lo
Le auguro una buona giornata,io io lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,tu lo
Piacere Luigi come stai,io io lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora io certo
E in offerta costa dieci euro,tu e io io
Tutto bene grazie,io io bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo e io e lo
A che ora arriva il pullman,tu io lo
Dovrebbe arrivare tra qualche minuto,tu a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo e io io
Va bene grazie lo stesso,tu a io io
Prego,tu io
Perfetto vorrei comprarne due.,pero io io e lo
Certo ecco a lei vuole un sacchetto,tu a lo
Si grazie e arrivederci,pero e io certo
Le auguro una buona giornata,pero io e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,pero e io e lo
Piacere Luigi come stai,pero io io io
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora io e lo
