Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero e io io
Va bene grazie lo stesso,tu lo
Prego,un io
Perfetto vorrei comprarne due.,un lo
Certo ecco a lei vuole un sacchetto,tu io
Si grazie e arrivederci,tu lo
Le auguro una buona giornata,tu lo
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,tu lo
Piacere Luigi come stai,io lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora io e lo
E in offerta costa dieci euro,tu a io io
Tutto bene grazie,un io lo
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",certo e io bene lo
A che ora arriva il pullman,tu io lo
Dovrebbe arrivare tra qualche minuto,a lo
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo e io e lo
Va bene grazie lo stesso,tu a io lo
Prego,tu io
Perfetto vorrei comprarne due.,certo io io certo
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,pero e io e lo
Le auguro una buona giornata,pero io io e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,pero ora io e lo
Piacere Luigi come stai,pero e io io
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora io certo
