Truth,Decoded
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo in lo
Va bene grazie lo stesso,un lo bene
Prego,tu bene
Perfetto vorrei comprarne due.,pero lo lo
Certo ecco a lei vuole un sacchetto,tu a lo
Si grazie e arrivederci,tu un a lo
Le auguro una buona giornata,lo lo una
Buongiorno io sono Mario,lo lo bene
Buonasera io sono Mario,un lo sono
Piacere Luigi come stai,tutto lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo lo costa un io
E in offerta costa dieci euro,tu a lo lo
Tutto bene grazie,lo lo bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo lo costa un lo
A che ora arriva il pullman,tu lo lo
Dovrebbe arrivare tra qualche minuto,un lo bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e lo
Va bene grazie lo stesso,tu a lo lo
Prego,tutto
Perfetto vorrei comprarne due.,certo lo a un lo
Certo ecco a lei vuole un sacchetto,una lo lo
Si grazie e arrivederci,e e io costa tutto
Le auguro una buona giornata,e lo lo e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e e e costa e lo
Piacere Luigi come stai,e lo costa un lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo e costa certo
