Truth,Decoded
Quanto costa il biglietto,tu a io
Purtroppo non lo so pero potresti chiedere all autista,certo ora io rneato
Va bene grazie lo stesso,un a io io
Prego,un io
Perfetto vorrei comprarne due.,tu e io io
Certo ecco a lei vuole un sacchetto,tu e a io io
Si grazie e arrivederci,e e a io
Le auguro una buona giornata,io io sono
Buongiorno io sono Mario,io io sono
Buonasera io sono Mario,un sono
Piacere Luigi come stai,io io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo io costa un io
E in offerta costa dieci euro,tu un a io io
Tutto bene grazie,io io io
Prendiamo un caffe al bar,io io
"Certo volentieri, io lo prendero macchiato",certo io costa un io
A che ora arriva il pullman,tu io certo
Dovrebbe arrivare tra qualche minuto,una io io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io io e io
Va bene grazie lo stesso,tu a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io ora un io
Certo ecco a lei vuole un sacchetto,tu e a lo io
Si grazie e arrivederci,e e io costa certo
Le auguro una buona giornata,e e io io un io
Buongiorno io sono Mario,un io
Buonasera io sono Mario,e e e costa un io
Piacere Luigi come stai,e e io io io
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo e costa certo
