Truth,Decoded
Quanto costa il biglietto,un bene
Purtroppo non lo so pero potresti chiedere all autista,certo ora so io lo
Va bene grazie lo stesso,tu lo bene
Prego,un lo
Perfetto vorrei comprarne due.,tu e lo lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,tu e a lo
Le auguro una buona giornata,lo lo sono
Buongiorno io sono Mario,un lo bene
Buonasera io sono Mario,ora lo sono
Piacere Luigi come stai,un lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo lo costa tutto
E in offerta costa dieci euro,tu a a lo lo
Tutto bene grazie,lo lo lo
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo lo lo costa e lo
A che ora arriva il pullman,tu lo lo
Dovrebbe arrivare tra qualche minuto,tu a lo lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pertopo lo lo lo e lo
Va bene grazie lo stesso,a a lo lo
Prego,tutto
Perfetto vorrei comprarne due.,certo ora ora due lo
Certo ecco a lei vuole un sacchetto,a a lo
Si grazie e arrivederci,e e e lo certo
Le auguro una buona giornata,e e lo ora tutto
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e e e lo tutto
Piacere Luigi come stai,e e e lo e lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo e costa certo
