Truth,Decoded
Salve quanto costa quell articolo,a a a
E in offerta costa dieci euro,a
Tutto bene grazie,a a a a a a e
Prendiamo un caffe al bar,a a a a a a e
"Certo volentieri, io lo prendero macchiato",a a a a a a e
A che ora arriva il pullman,a a a a a a e
Dovrebbe arrivare tra qualche minuto,a a a a a a e
Quanto costa il biglietto,a a a a a a e
Purtroppo non lo so pero potresti chiedere all autista,a a a a a a e
Va bene grazie lo stesso,a a a a a a e
Prego,a a a a a a e
Perfetto vorrei comprarne due.,a a a
Certo ecco a lei vuole un sacchetto,io
Si grazie e arrivederci,a a
Le auguro una buona giornata,a
Buongiorno io sono Mario,
Buonasera io sono Mario,a a a
Piacere Luigi come stai,a a a a a a e
Tutto bene tu,a a a a a a e
Salve quanto costa quell articolo,io io
E in offerta costa dieci euro,io io io io io
Tutto bene grazie,io
Prendiamo un caffe al bar,io io
"Certo volentieri, io lo prendero macchiato",io io
A che ora arriva il pullman,io io
Dovrebbe arrivare tra qualche minuto,io io io io
Quanto costa il biglietto,io io io
Purtroppo non lo so pero potresti chiedere all autista,io io io io io
Va bene grazie lo stesso,io
Prego,io
Perfetto vorrei comprarne due.,io io io io
Certo ecco a lei vuole un sacchetto,io io io io
