Truth,Decoded
Quanto costa il biglietto,tu a una
Purtroppo non lo so pero potresti chiedere all autista,certo ora lo io lo
Va bene grazie lo stesso,tu a lo lo
Prego,tutto bene
Perfetto vorrei comprarne due.,tu e a lo lo
Certo ecco a lei vuole un sacchetto,e e a lo lo
Si grazie e arrivederci,e e ora lo
Le auguro una buona giornata,tu un lo sono
Buongiorno io sono Mario,tu e lo sono
Buonasera io sono Mario,tu a lo
Piacere Luigi come stai,tu un a lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo lo lo costa un lo
E in offerta costa dieci euro,va e a a lo
Tutto bene grazie,un lo lo
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo lo lo costa un io
A che ora arriva il pullman,a lo lo
Dovrebbe arrivare tra qualche minuto,a e a so
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo e lo e lo
Va bene grazie lo stesso,va e a lo io
Prego,tutto
Perfetto vorrei comprarne due.,certo ora costa un lo
Certo ecco a lei vuole un sacchetto,a e a lo lo
Si grazie e arrivederci,bene lo e costa un lo
Le auguro una buona giornata,e e lo lo un io
Buongiorno io sono Mario,tu e lo
Buonasera io sono Mario,e e e a tutto
Piacere Luigi come stai,e e si lo un io
Tutto bene tu,tutto bene
Salve quanto costa quell articolo,certo lo a costa un io
