Truth,Decoded
Quanto costa il biglietto,tu e a lo semato
Purtroppo non lo so pero potresti chiedere all autista,certo ora so in lo
Va bene grazie lo stesso,tu a bene
Prego,tu bene
Perfetto vorrei comprarne due.,e e a lo lo
Certo ecco a lei vuole un sacchetto,e e a lo
Si grazie e arrivederci,e e ora lo lo
Le auguro una buona giornata,tu e lo sono
Buongiorno io sono Mario,tu a lo sono
Buonasera io sono Mario,tu a sono
Piacere Luigi come stai,tu un a lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo lo e costa un lo
E in offerta costa dieci euro,lo e a lo certo
Tutto bene grazie,un lo lo
Prendiamo un caffe al bar,tu lo bene
"Certo volentieri, io lo prendero macchiato",certo lo lo costa un lo
A che ora arriva il pullman,a lo lo
Dovrebbe arrivare tra qualche minuto,a e a lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo e lo
Va bene grazie lo stesso,a a lo io
Prego,tutto
Perfetto vorrei comprarne due.,certo ora ora io lo
Certo ecco a lei vuole un sacchetto,a e a lo lo
Si grazie e arrivederci,bene ora costa un lo
Le auguro una buona giornata,bene ora costa un io
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e e e a lo
Piacere Luigi come stai,e e e costa un lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo lo a costa un io
