Truth,Decoded
Si grazie e arrivederci,pero e io certo
Le auguro una buona giornata,due io lo
Buongiorno io sono Mario,tu e lo
Buonasera io sono Mario,e e lo
Piacere Luigi come stai,tu e io
Tutto bene tu,tu io
Salve quanto costa quell articolo,e e e lo
E in offerta costa dieci euro,e e e io
Tutto bene grazie,tu lo
Prendiamo un caffe al bar,tra lo
"Certo volentieri, io lo prendero macchiato",e e e a lo
A che ora arriva il pullman,tu lo
Dovrebbe arrivare tra qualche minuto,tu a bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero e io certo
Va bene grazie lo stesso,tu a bene
Prego,tutto
Perfetto vorrei comprarne due.,tu e io lo
Certo ecco a lei vuole un sacchetto,e e a io io
Si grazie e arrivederci,a a lo
Le auguro una buona giornata,tra lo
Buongiorno io sono Mario,tu a bene
Buonasera io sono Mario,tu e a lo
Piacere Luigi come stai,tu e a io io
Tutto bene tu,tu io
Salve quanto costa quell articolo,io io lo
E in offerta costa dieci euro,a io io
Tutto bene grazie,tu lo
Prendiamo un caffe al bar,tra lo
"Certo volentieri, io lo prendero macchiato",pero io lo
A che ora arriva il pullman,tu lo
Dovrebbe arrivare tra qualche minuto,tu a lo
