Truth,Decoded
Quanto costa il biglietto,un io
Purtroppo non lo so pero potresti chiedere all autista,certo e so certo
Va bene grazie lo stesso,tu io io
Prego,tu io
Perfetto vorrei comprarne due.,tu e io io
Certo ecco a lei vuole un sacchetto,tu e a io io
Si grazie e arrivederci,e e a so
Le auguro una buona giornata,io io io
Buongiorno io sono Mario,io io io
Buonasera io sono Mario,un sono
Piacere Luigi come stai,io io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo io costa un io
E in offerta costa dieci euro,va e a io
Tutto bene grazie,io io io
Prendiamo un caffe al bar,io io
"Certo volentieri, io lo prendero macchiato",certo io io costa un io
A che ora arriva il pullman,a a io io
Dovrebbe arrivare tra qualche minuto,tu e io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io so io io
Va bene grazie lo stesso,a a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io costa un io
Certo ecco a lei vuole un sacchetto,a e a lo io
Si grazie e arrivederci,bene e costa un io
Le auguro una buona giornata,e io costa un io
Buongiorno io sono Mario,un io
Buonasera io sono Mario,e e e costa certo
Piacere Luigi come stai,e e e costa un io
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora costa un io
