Truth,Decoded
Quanto costa il biglietto,tu e lo
Purtroppo non lo so pero potresti chiedere all autista,pero lo
Va bene grazie lo stesso,tu lo
Prego,tu lo
Perfetto vorrei comprarne due.,un lo
Certo ecco a lei vuole un sacchetto,un lo
Si grazie e arrivederci,tu lo
Le auguro una buona giornata,un lo
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,tu lo
Piacere Luigi come stai,tu lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,tu lo
E in offerta costa dieci euro,tu lo
Tutto bene grazie,tu lo
Prendiamo un caffe al bar,un lo
"Certo volentieri, io lo prendero macchiato",pero lo e lo
A che ora arriva il pullman,tu e lo
Dovrebbe arrivare tra qualche minuto,tu lo
Quanto costa il biglietto,un lo
Purtroppo non lo so pero potresti chiedere all autista,certo e lo
Va bene grazie lo stesso,tu lo
Prego,un lo
Perfetto vorrei comprarne due.,pero lo e lo
Certo ecco a lei vuole un sacchetto,tu lo
Si grazie e arrivederci,un lo
Le auguro una buona giornata,un lo
Buongiorno io sono Mario,ora lo
Buonasera io sono Mario,pero lo e lo
Piacere Luigi come stai,e lo lo
Tutto bene tu,tu e lo
Salve quanto costa quell articolo,pero lo e lo
