Truth,Decoded
Quanto costa il biglietto,a io
Purtroppo non lo so pero potresti chiedere all autista,pero ora so certo
Va bene grazie lo stesso,un bene
Prego,io lo
Perfetto vorrei comprarne due.,tu e io io
Certo ecco a lei vuole un sacchetto,tu a io lo
Si grazie e arrivederci,a a lo
Le auguro una buona giornata,tu e io lo
Buongiorno io sono Mario,tu e io lo
Buonasera io sono Mario,tu a lo
Piacere Luigi come stai,un io so
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora costa e io
E in offerta costa dieci euro,tu e io io
Tutto bene grazie,un io bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo ora costa e io
A che ora arriva il pullman,tu io lo
Dovrebbe arrivare tra qualche minuto,tu a lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,certo e so e io
Va bene grazie lo stesso,a a io lo
Prego,tu io
Perfetto vorrei comprarne due.,pero io io e lo
Certo ecco a lei vuole un sacchetto,tu a io
Si grazie e arrivederci,bene ora io e io
Le auguro una buona giornata,e si io e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,pero e io io
Piacere Luigi come stai,pero e io certo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo ora io e lo
