Truth,Decoded
Quanto costa il biglietto,a io
Purtroppo non lo so pero potresti chiedere all autista,certo e so certo
Va bene grazie lo stesso,tu a bene
Prego,un lo
Perfetto vorrei comprarne due.,e e io io
Certo ecco a lei vuole un sacchetto,a a io lo
Si grazie e arrivederci,e e a io lo
Le auguro una buona giornata,io io lo
Buongiorno io sono Mario,io io bene
Buonasera io sono Mario,tu a lo
Piacere Luigi come stai,io io lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora costa e io
E in offerta costa dieci euro,tu a io io
Tutto bene grazie,io io bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo io costa e io
A che ora arriva il pullman,tu a io bene
Dovrebbe arrivare tra qualche minuto,tu a lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,certo e io certo
Va bene grazie lo stesso,tu a io io
Prego,tu io
Perfetto vorrei comprarne due.,pero io io certo
Certo ecco a lei vuole un sacchetto,a a io
Si grazie e arrivederci,bene e costa certo
Le auguro una buona giornata,pero io io e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,bene e ora io
Piacere Luigi come stai,certo e io e lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo ora io certo
