Truth,Decoded
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pero io io e io
Va bene grazie lo stesso,tu io
Prego,io io
Perfetto vorrei comprarne due.,un io
Certo ecco a lei vuole un sacchetto,tu io
Si grazie e arrivederci,tu io
Le auguro una buona giornata,tu io io
Buongiorno io sono Mario,tu io
Buonasera io sono Mario,tu io
Piacere Luigi come stai,io io
Tutto bene tu,tu io
Salve quanto costa quell articolo,pero e io e io
E in offerta costa dieci euro,due io io
Tutto bene grazie,un io bene
Prendiamo un caffe al bar,tu io
"Certo volentieri, io lo prendero macchiato",certo e io e io
A che ora arriva il pullman,tu bene
Dovrebbe arrivare tra qualche minuto,tu e io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo e io io
Va bene grazie lo stesso,tu io io
Prego,tu io
Perfetto vorrei comprarne due.,pero io io e io
Certo ecco a lei vuole un sacchetto,tu io
Si grazie e arrivederci,pero e io e io
Le auguro una buona giornata,pero io e io
Buongiorno io sono Mario,un io
Buonasera io sono Mario,pero e io e io
Piacere Luigi come stai,pero io io lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,pero e io e io
