Truth,Decoded
Quanto costa il biglietto,e e io bneato
Purtroppo non lo so pero potresti chiedere all autista,certo ora so io io
Va bene grazie lo stesso,tu a io bene
Prego,un io
Perfetto vorrei comprarne due.,e e io
Certo ecco a lei vuole un sacchetto,e e a io io
Si grazie e arrivederci,bene a io
Le auguro una buona giornata,tu e io io
Buongiorno io sono Mario,un io io
Buonasera io sono Mario,tu a io
Piacere Luigi come stai,tu a io so
Tutto bene tu,un io
Salve quanto costa quell articolo,certo e ora certo
E in offerta costa dieci euro,a e io io
Tutto bene grazie,un io bene
Prendiamo un caffe al bar,un bene
"Certo volentieri, io lo prendero macchiato",certo io io costa io io
A che ora arriva il pullman,a io bene
Dovrebbe arrivare tra qualche minuto,tu a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io e io certo
Va bene grazie lo stesso,a a io io
Prego,un io
Perfetto vorrei comprarne due.,certo ora io certo
Certo ecco a lei vuole un sacchetto,a a io
Si grazie e arrivederci,certo e e un io
Le auguro una buona giornata,e io io e io
Buongiorno io sono Mario,un io
Buonasera io sono Mario,bene e a io
Piacere Luigi come stai,e e io io
Tutto bene tu,tutto io
Salve quanto costa quell articolo,pero io e io certo
