Truth,Decoded
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pero lo lo rneo
Va bene grazie lo stesso,tu bene
Prego,tu bene
Perfetto vorrei comprarne due.,tu e lo lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,tu un a lo
Le auguro una buona giornata,lo lo una
Buongiorno io sono Mario,lo bene
Buonasera io sono Mario,un lo
Piacere Luigi come stai,lo lo sono
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora costa un io
E in offerta costa dieci euro,va a lo so
Tutto bene grazie,lo lo lo
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo lo costa un io
A che ora arriva il pullman,a lo lo
Dovrebbe arrivare tra qualche minuto,a bene
Quanto costa il biglietto,tutto
Purtroppo non lo so pero potresti chiedere all autista,certo ora lo e lo
Va bene grazie lo stesso,a e lo lo
Prego,tutto
Perfetto vorrei comprarne due.,pero lo e io
Certo ecco a lei vuole un sacchetto,a lo
Si grazie e arrivederci,e e e lo un lo
Le auguro una buona giornata,e e lo lo e io
Buongiorno io sono Mario,lo lo
Buonasera io sono Mario,e e e a lo
Piacere Luigi come stai,e e io lo e lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo e costa un tutto
