Truth,Decoded
Quanto costa il biglietto,un bneto
Purtroppo non lo so pero potresti chiedere all autista,certo ora so io io
Va bene grazie lo stesso,un io io
Prego,un io
Perfetto vorrei comprarne due.,tu e io io
Certo ecco a lei vuole un sacchetto,tu e a io io
Si grazie e arrivederci,e e a io
Le auguro una buona giornata,io io io
Buongiorno io sono Mario,un io io
Buonasera io sono Mario,euro io so
Piacere Luigi come stai,un io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo io costa un io
E in offerta costa dieci euro,tu a io io
Tutto bene grazie,io io io
Prendiamo un caffe al bar,tu io
"Certo volentieri, io lo prendero macchiato",certo io io costa un io
A che ora arriva il pullman,tu io io
Dovrebbe arrivare tra qualche minuto,un io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo io io e io
Va bene grazie lo stesso,tu a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io ora un io
Certo ecco a lei vuole un sacchetto,tu a io
Si grazie e arrivederci,e e e costa un io
Le auguro una buona giornata,e io io e io
Buongiorno io sono Mario,un io
Buonasera io sono Mario,e e e costa certo
Piacere Luigi come stai,e io costa certo
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora costa un tutto
