Truth,Decoded
Salve quanto costa quell articolo,certo lo lo
E in offerta costa dieci euro,euro lo
Tutto bene grazie,euro lo
Prendiamo un caffe al bar,euro lo
"Certo volentieri, io lo prendero macchiato",certo lo lo e lo
A che ora arriva il pullman,tu lo
Dovrebbe arrivare tra qualche minuto,euro lo
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo e lo
Va bene grazie lo stesso,euro lo
Prego,tu lo
Perfetto vorrei comprarne due.,euro lo
Certo ecco a lei vuole un sacchetto,certo lo lo e lo
Si grazie e arrivederci,euro lo lo
Le auguro una buona giornata,certo lo lo bene lo
Buongiorno io sono Mario,certo lo e lo
Buonasera io sono Mario,euro lo
Piacere Luigi come stai,tu lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,pero lo lo
E in offerta costa dieci euro,euro lo
Tutto bene grazie,tu lo
Prendiamo un caffe al bar,certo lo e lo
"Certo volentieri, io lo prendero macchiato",certo lo e lo
A che ora arriva il pullman,tu lo
Dovrebbe arrivare tra qualche minuto,ora lo
Quanto costa il biglietto,pero lo e lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo e lo
Va bene grazie lo stesso,tu a lo
Prego,tu lo
Perfetto vorrei comprarne due.,euro lo
Certo ecco a lei vuole un sacchetto,certo ora lo lo
