Truth,Decoded
Quanto costa il biglietto,tu a a io semao
Purtroppo non lo so pero potresti chiedere all autista,certo oaeo so in io
Va bene grazie lo stesso,tu a a bene
Prego,tu bene
Perfetto vorrei comprarne due.,prego io un io
Certo ecco a lei vuole un sacchetto,e e a so
Si grazie e arrivederci,e e ora io lo
Le auguro una buona giornata,io io snmao
Buongiorno io sono Mario,io io sono
Buonasera io sono Mario,una io sono
Piacere Luigi come stai,una io sono
Tutto bene tu,un bene
Salve quanto costa quell articolo,e io costa e io
E in offerta costa dieci euro,a lo lo certo
Tutto bene grazie,io io bene
Prendiamo un caffe al bar,io bene
"Certo volentieri, io lo prendero macchiato",e io costa due io
A che ora arriva il pullman,a a io io
Dovrebbe arrivare tra qualche minuto,una io bene
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io e io
Va bene grazie lo stesso,tu lo io sono
Prego,tutto
Perfetto vorrei comprarne due.,certo io io e io
Certo ecco a lei vuole un sacchetto,tu io lo bene
Si grazie e arrivederci,bene e costa e lo
Le auguro una buona giornata,e lo lo e io
Buongiorno io sono Mario,tutto io
Buonasera io sono Mario,e e e costa e lo
Piacere Luigi come stai,e e io costa due lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo io costa e certo
