Truth,Decoded
Quanto costa il biglietto,un lo
Purtroppo non lo so pero potresti chiedere all autista,certo e so certo
Va bene grazie lo stesso,un bene
Prego,un lo
Perfetto vorrei comprarne due.,due lo lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,e e a lo
Le auguro una buona giornata,lo lo lo
Buongiorno io sono Mario,lo lo lo
Buonasera io sono Mario,un lo
Piacere Luigi come stai,lo lo sono
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora lo tutto
E in offerta costa dieci euro,tu a lo lo
Tutto bene grazie,lo lo bene
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",certo lo costa e lo
A che ora arriva il pullman,tu lo lo
Dovrebbe arrivare tra qualche minuto,tu e lo
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pertnpo lo so e lo
Va bene grazie lo stesso,tu a lo lo
Prego,tutto
Perfetto vorrei comprarne due.,pero lo ora rneto
Certo ecco a lei vuole un sacchetto,a a lo
Si grazie e arrivederci,certo ora lo e lo
Le auguro una buona giornata,pero lo so lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,bene e ora lo
Piacere Luigi come stai,certo e lo lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo e costa tutto
