Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero e lo e lo
Va bene grazie lo stesso,lo bene
Prego,un lo
Perfetto vorrei comprarne due.,un lo lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,tu e a lo
Le auguro una buona giornata,lo lo lo
Buongiorno io sono Mario,lo bene
Buonasera io sono Mario,tu lo lo
Piacere Luigi come stai,lo lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo ora lo e lo
E in offerta costa dieci euro,a e lo lo
Tutto bene grazie,un lo lo
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo lo lo costa in lo
A che ora arriva il pullman,tu lo bene
Dovrebbe arrivare tra qualche minuto,a a lo
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo e lo e lo
Va bene grazie lo stesso,tu a lo lo
Prego,tu lo
Perfetto vorrei comprarne due.,pero lo lo io
Certo ecco a lei vuole un sacchetto,a a lo
Si grazie e arrivederci,e e e a certo
Le auguro una buona giornata,pero lo lo e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,bene e lo lo
Piacere Luigi come stai,certo e a lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora costa tutto
