Truth,Decoded
Si grazie e arrivederci,bene e costa certo
Le auguro una buona giornata,tu io io io
Buongiorno io sono Mario,tu e io io
Buonasera io sono Mario,tu e a io
Piacere Luigi come stai,a e io
Tutto bene tu,tu io
Salve quanto costa quell articolo,le e e a io
E in offerta costa dieci euro,e e io io
Tutto bene grazie,tu io
Prendiamo un caffe al bar,tu io
"Certo volentieri, io lo prendero macchiato",e e e costa io
A che ora arriva il pullman,tu io
Dovrebbe arrivare tra qualche minuto,tu a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pero ora costa due io
Va bene grazie lo stesso,tu a lo io
Prego,tutto
Perfetto vorrei comprarne due.,e e e io io
Certo ecco a lei vuole un sacchetto,e e e io un io
Si grazie e arrivederci,a a io
Le auguro una buona giornata,tu io
Buongiorno io sono Mario,tu io bene
Buonasera io sono Mario,a e a io io
Piacere Luigi come stai,tu e io io so
Tutto bene tu,un io
Salve quanto costa quell articolo,io io io
E in offerta costa dieci euro,tu a io io
Tutto bene grazie,un io
Prendiamo un caffe al bar,un io
"Certo volentieri, io lo prendero macchiato",certo ora ora certo
A che ora arriva il pullman,tu io
Dovrebbe arrivare tra qualche minuto,tu e a io
