Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero e so io
Va bene grazie lo stesso,tu bene
Prego,io lo
Perfetto vorrei comprarne due.,tu e io lo
Certo ecco a lei vuole un sacchetto,a a io lo
Si grazie e arrivederci,e e a io lo
Le auguro una buona giornata,tu e io lo
Buongiorno io sono Mario,tu e io lo
Buonasera io sono Mario,tu a io lo
Piacere Luigi come stai,un io lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora io e io
E in offerta costa dieci euro,tu e io io
Tutto bene grazie,due io bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo e costa io
A che ora arriva il pullman,tu io lo
Dovrebbe arrivare tra qualche minuto,tu e lo
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo e io e lo
Va bene grazie lo stesso,a a io lo
Prego,tu io
Perfetto vorrei comprarne due.,pero io io certo
Certo ecco a lei vuole un sacchetto,a a lo
Si grazie e arrivederci,bene e io e io
Le auguro una buona giornata,pero io io e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,pero e io io
Piacere Luigi come stai,pero e io io
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora io certo
