Truth,Decoded
Salve quanto costa quell articolo,bene e costa certo
E in offerta costa dieci euro,e e a io io
Tutto bene grazie,bene e io io
Prendiamo un caffe al bar,tu a io bemao
"Certo volentieri, io lo prendero macchiato",certo io e costa hder lo atato
A che ora arriva il pullman,a a io
Dovrebbe arrivare tra qualche minuto,e e mario io io
Quanto costa il biglietto,io lo
Purtroppo non lo so pero potresti chiedere all autista,certo io pero io il atato
Va bene grazie lo stesso,bene e io so
Prego,tutto bene
Perfetto vorrei comprarne due.,a e a io lo
Certo ecco a lei vuole un sacchetto,bene e costa e io
Si grazie e arrivederci,a e ora io lo
Le auguro una buona giornata,bene e costa e io
Buongiorno io sono Mario,bene e io io io
Buonasera io sono Mario,bene ora io certo
Piacere Luigi come stai,a e si lo lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,e io so io
E in offerta costa dieci euro,pero io a lo
Tutto bene grazie,tu a io
Prendiamo un caffe al bar,pero io io
"Certo volentieri, io lo prendero macchiato",bene a costa io
A che ora arriva il pullman,un bene
Dovrebbe arrivare tra qualche minuto,tu bene
Quanto costa il biglietto,io bene
Purtroppo non lo so pero potresti chiedere all autista,certo io io io e io
Va bene grazie lo stesso,lo a io so
Prego,tutto
Perfetto vorrei comprarne due.,euro io sono
Certo ecco a lei vuole un sacchetto,certo mario costa io io
