Truth,Decoded
Quanto costa il biglietto,tu e io
Purtroppo non lo so pero potresti chiedere all autista,euro lo
Va bene grazie lo stesso,due io
Prego,tu e io
Perfetto vorrei comprarne due.,tu e io
Certo ecco a lei vuole un sacchetto,tu e io
Si grazie e arrivederci,due io
Le auguro una buona giornata,due io
Buongiorno io sono Mario,tu e io
Buonasera io sono Mario,tu e io
Piacere Luigi come stai,tu e io
Tutto bene tu,tu e io
Salve quanto costa quell articolo,tu e io
E in offerta costa dieci euro,tu e io
Tutto bene grazie,due io
Prendiamo un caffe al bar,due io
"Certo volentieri, io lo prendero macchiato",tu e io
A che ora arriva il pullman,tu e io
Dovrebbe arrivare tra qualche minuto,tu e io
Quanto costa il biglietto,tu e io
Purtroppo non lo so pero potresti chiedere all autista,due lo
Va bene grazie lo stesso,un lo
Prego,tu e io
Perfetto vorrei comprarne due.,euro e io
Certo ecco a lei vuole un sacchetto,due io
Si grazie e arrivederci,due io
Le auguro una buona giornata,tu e io
Buongiorno io sono Mario,tu e io
Buonasera io sono Mario,euro lo
Piacere Luigi come stai,due io
Tutto bene tu,due io
Salve quanto costa quell articolo,due lo
