Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero e io e lo
Va bene grazie lo stesso,tu bene
Prego,un lo
Perfetto vorrei comprarne due.,un io lo
Certo ecco a lei vuole un sacchetto,tu a io io
Si grazie e arrivederci,tu a io
Le auguro una buona giornata,io io lo
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,tu lo
Piacere Luigi come stai,un io so
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora costa certo
E in offerta costa dieci euro,tu e io io
Tutto bene grazie,io io bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo io costa e io
A che ora arriva il pullman,tu io io
Dovrebbe arrivare tra qualche minuto,tu e lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,certo e io e lo
Va bene grazie lo stesso,a a io io
Prego,tu io
Perfetto vorrei comprarne due.,certo io io certo
Certo ecco a lei vuole un sacchetto,a a io
Si grazie e arrivederci,e e costa certo
Le auguro una buona giornata,pero lo io e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,bene e io io
Piacere Luigi come stai,e e io e lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo ora costa certo
