Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero e lo pero
Va bene grazie lo stesso,tu lo bene
Prego,un lo
Perfetto vorrei comprarne due.,un lo lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,a a lo
Le auguro una buona giornata,lo lo sono
Buongiorno io sono Mario,lo lo bene
Buonasera io sono Mario,tu lo lo
Piacere Luigi come stai,un lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,certo ora costa e lo
E in offerta costa dieci euro,a e lo lo
Tutto bene grazie,un lo lo
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo lo lo costa e lo
A che ora arriva il pullman,tu lo certo
Dovrebbe arrivare tra qualche minuto,a e lo
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pertopo lo e lo bene lo
Va bene grazie lo stesso,a a lo lo
Prego,tutto
Perfetto vorrei comprarne due.,pero lo ora due lo
Certo ecco a lei vuole un sacchetto,a a lo
Si grazie e arrivederci,certo ora costa e lo
Le auguro una buona giornata,certo lo lo lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e ora lo tutto
Piacere Luigi come stai,certo ora costa tutto
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo ora lo e tutto
