Truth,Decoded
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pero e lo lo
Va bene grazie lo stesso,un lo bene
Prego,tu bene
Perfetto vorrei comprarne due.,pero bene
Certo ecco a lei vuole un sacchetto,una lo lo
Si grazie e arrivederci,tu un a lo
Le auguro una buona giornata,lo lo una
Buongiorno io sono Mario,lo lo bene
Buonasera io sono Mario,un lo
Piacere Luigi come stai,lo sono
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo lo costa un io
E in offerta costa dieci euro,a a a lo
Tutto bene grazie,un lo lo
Prendiamo un caffe al bar,lo bene
"Certo volentieri, io lo prendero macchiato",certo lo lo costa un lo
A che ora arriva il pullman,a lo lo
Dovrebbe arrivare tra qualche minuto,tu a bene
Quanto costa il biglietto,tu bene
Purtroppo non lo so pero potresti chiedere all autista,pertopo lo lo e e lo
Va bene grazie lo stesso,a a lo lo
Prego,tutto
Perfetto vorrei comprarne due.,certo ora ora un lo
Certo ecco a lei vuole un sacchetto,a a lo
Si grazie e arrivederci,bene e costa tutto
Le auguro una buona giornata,e lo costa un io
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e e e costa lo
Piacere Luigi come stai,e e lo costa certo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo e costa un lo
