Truth,Decoded
Quanto costa il biglietto,tu a io certo
Purtroppo non lo so pero potresti chiedere all autista,certo io so e io
Va bene grazie lo stesso,tu a io
Prego,un io
Perfetto vorrei comprarne due.,e e io io
Certo ecco a lei vuole un sacchetto,e e a io io
Si grazie e arrivederci,e e mario lo io
Le auguro una buona giornata,io io io
Buongiorno io sono Mario,io io io
Buonasera io sono Mario,tu a sono
Piacere Luigi come stai,tu a io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo ora costa un io
E in offerta costa dieci euro,a e a io
Tutto bene grazie,un io bene
Prendiamo un caffe al bar,io io
"Certo volentieri, io lo prendero macchiato",certo io io costa un io
A che ora arriva il pullman,tu io io
Dovrebbe arrivare tra qualche minuto,a a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io so e io
Va bene grazie lo stesso,a a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io ora uneto
Certo ecco a lei vuole un sacchetto,a a io
Si grazie e arrivederci,e e e costa certo
Le auguro una buona giornata,e io ora e io
Buongiorno io sono Mario,un io
Buonasera io sono Mario,e e e costa e io
Piacere Luigi come stai,e e si costa certo
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora costa un io
