Truth,Decoded
Salve quanto costa quell articolo,pero ora lo lo
E in offerta costa dieci euro,due lo lo
Tutto bene grazie,due lo lo
Prendiamo un caffe al bar,un lo
"Certo volentieri, io lo prendero macchiato",certo e costa e lo
A che ora arriva il pullman,tu lo lo
Dovrebbe arrivare tra qualche minuto,tu a lo lo
Quanto costa il biglietto,pero lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo so bene lo
Va bene grazie lo stesso,due lo lo
Prego,tu lo
Perfetto vorrei comprarne due.,tu e lo lo
Certo ecco a lei vuole un sacchetto,certo ora lo edeto
Si grazie e arrivederci,pero a lo lo
Le auguro una buona giornata,certo ora so e lo
Buongiorno io sono Mario,certo lo lo
Buonasera io sono Mario,ora lo lo
Piacere Luigi come stai,tu lo
Tutto bene tu,pero lo
Salve quanto costa quell articolo,pero lo lo lo
E in offerta costa dieci euro,pero a lo lo
Tutto bene grazie,tu a lo
Prendiamo un caffe al bar,pero e lo lo
"Certo volentieri, io lo prendero macchiato",pero ora lo lo
A che ora arriva il pullman,un lo
Dovrebbe arrivare tra qualche minuto,un lo
Quanto costa il biglietto,un lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e lo
Va bene grazie lo stesso,tu a lo
Prego,tu lo
Perfetto vorrei comprarne due.,due lo lo
Certo ecco a lei vuole un sacchetto,pero ora lo lo
