Truth,Decoded
Quanto costa il biglietto,tutto bene
Purtroppo non lo so pero potresti chiedere all autista,certo io io bene io
Va bene grazie lo stesso,un io bene
Prego,tu bene
Perfetto vorrei comprarne due.,io io lo
Certo ecco a lei vuole un sacchetto,tu a io lo
Si grazie e arrivederci,tu e a sono
Le auguro una buona giornata,io io una
Buongiorno io sono Mario,io io bene
Buonasera io sono Mario,un sono
Piacere Luigi come stai,tutto io sono
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo io costa e io
E in offerta costa dieci euro,a lo io lo
Tutto bene grazie,io io bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",e io costa bene io
A che ora arriva il pullman,tu io bene
Dovrebbe arrivare tra qualche minuto,io bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io lo io e io
Va bene grazie lo stesso,tu lo io lo
Prego,tutto
Perfetto vorrei comprarne due.,certo lo io un lo
Certo ecco a lei vuole un sacchetto,io lo bene
Si grazie e arrivederci,e e io costa e io
Le auguro una buona giornata,e io lo e io
Buongiorno io sono Mario,tutto lo
Buonasera io sono Mario,e e si costa io
Piacere Luigi come stai,e e io costa io
Tutto bene tu,tu bene
Salve quanto costa quell articolo,e lo costa e lo
