Truth,Decoded
Si grazie e arrivederci,certo e lo lo
Le auguro una buona giornata,euro lo
Buongiorno io sono Mario,euro lo
Buonasera io sono Mario,euro lo
Piacere Luigi come stai,tu a lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,tu lo
E in offerta costa dieci euro,tu lo
Tutto bene grazie,tu lo
Prendiamo un caffe al bar,un lo
"Certo volentieri, io lo prendero macchiato",tu e lo
A che ora arriva il pullman,tu lo
Dovrebbe arrivare tra qualche minuto,tu lo
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero lo lo
Va bene grazie lo stesso,tu lo
Prego,tu lo
Perfetto vorrei comprarne due.,euro lo
Certo ecco a lei vuole un sacchetto,tu e lo lo
Si grazie e arrivederci,tu e lo
Le auguro una buona giornata,tu lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,tu lo
Piacere Luigi come stai,euro lo
Tutto bene tu,un lo
Salve quanto costa quell articolo,tu lo
E in offerta costa dieci euro,tu lo
Tutto bene grazie,tu lo
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",tu lo
A che ora arriva il pullman,tu lo
Dovrebbe arrivare tra qualche minuto,tu lo
