Truth,Decoded
Quanto costa il biglietto,euro bene
Purtroppo non lo so pero potresti chiedere all autista,certo e so certo
Va bene grazie lo stesso,un io io
Prego,un io
Perfetto vorrei comprarne due.,pero io io
Certo ecco a lei vuole un sacchetto,tu e io io
Si grazie e arrivederci,e e a io
Le auguro una buona giornata,io io io
Buongiorno io sono Mario,un io io
Buonasera io sono Mario,una io sono
Piacere Luigi come stai,euro io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo lei costa un io
E in offerta costa dieci euro,a e a lo io
Tutto bene grazie,un io io
Prendiamo un caffe al bar,un io
"Certo volentieri, io lo prendero macchiato",certo io io costa un io
A che ora arriva il pullman,tu io bene
Dovrebbe arrivare tra qualche minuto,tu a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io io io io
Va bene grazie lo stesso,tu e a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io ora io io
Certo ecco a lei vuole un sacchetto,a e a lo io
Si grazie e arrivederci,bene e costa un io
Le auguro una buona giornata,e io costa e io
Buongiorno io sono Mario,tutto io
Buonasera io sono Mario,bene e costa e io
Piacere Luigi come stai,bene io costa un io
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo io costa un io
