Truth,Decoded
Salve quanto costa quell articolo,certo e costa certo
E in offerta costa dieci euro,e e a lo certo
Tutto bene grazie,bene a ueiuto
Prendiamo un caffe al bar,tu a lo bene
"Certo volentieri, io lo prendero macchiato",certo lo un lei costa bene lo atato
A che ora arriva il pullman,a a lo
Dovrebbe arrivare tra qualche minuto,e e ora lo
Quanto costa il biglietto,pero bene
Purtroppo non lo so pero potresti chiedere all autista,certo lo pero costa ederl atato
Va bene grazie lo stesso,bene e lo so
Prego,tutto bene
Perfetto vorrei comprarne due.,a e a lo lo
Certo ecco a lei vuole un sacchetto,bene a lo un lo
Si grazie e arrivederci,a e ora lo
Le auguro una buona giornata,certo e costa e lo
Buongiorno io sono Mario,certo e lo e lo
Buonasera io sono Mario,bene ora certo
Piacere Luigi come stai,tu e a lo lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo lo lo io lo
E in offerta costa dieci euro,bene mario a io
Tutto bene grazie,un lo lo
Prendiamo un caffe al bar,pero a un lo
"Certo volentieri, io lo prendero macchiato",pero a costa tutto
A che ora arriva il pullman,un lo bene
Dovrebbe arrivare tra qualche minuto,tu bene
Quanto costa il biglietto,pero bene
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo lo e lo
Va bene grazie lo stesso,lo a sono
Prego,tutto
Perfetto vorrei comprarne due.,pero lo sono
Certo ecco a lei vuole un sacchetto,pero mario lo e io
