Truth,Decoded
Quanto costa il biglietto,e a bneao
Purtroppo non lo so pero potresti chiedere all autista,certo lo so certo
Va bene grazie lo stesso,tu a lo bene
Prego,un bene
Perfetto vorrei comprarne due.,pero lo lo
Certo ecco a lei vuole un sacchetto,e e a lo lo
Si grazie e arrivederci,pero a lo
Le auguro una buona giornata,lo lo lo
Buongiorno io sono Mario,lo lo bene
Buonasera io sono Mario,euro lo lo
Piacere Luigi come stai,lo lo sono
Tutto bene tu,un bene
Salve quanto costa quell articolo,certo lo costa un lo
E in offerta costa dieci euro,tu e lo lo
Tutto bene grazie,tutto lo bene
Prendiamo un caffe al bar,un bene
"Certo volentieri, io lo prendero macchiato",certo lo costa uneto
A che ora arriva il pullman,tu lo bene
Dovrebbe arrivare tra qualche minuto,un bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pertopo lo lo lo io lo
Va bene grazie lo stesso,lo lo lo
Prego,tutto
Perfetto vorrei comprarne due.,certo lo lo io
Certo ecco a lei vuole un sacchetto,lo lo
Si grazie e arrivederci,certo e costa un lo
Le auguro una buona giornata,e lo lo e lo
Buongiorno io sono Mario,tutto lo
Buonasera io sono Mario,bene e a lo
Piacere Luigi come stai,certo lo lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo e costa tutto
