Truth,Decoded
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pero io io lo
Va bene grazie lo stesso,tu io
Prego,tu io
Perfetto vorrei comprarne due.,un io
Certo ecco a lei vuole un sacchetto,tu io
Si grazie e arrivederci,un io
Le auguro una buona giornata,tu io
Buongiorno io sono Mario,tu io
Buonasera io sono Mario,tu io
Piacere Luigi come stai,tu io
Tutto bene tu,tu io
Salve quanto costa quell articolo,pero ora io e io
E in offerta costa dieci euro,tu e io lo
Tutto bene grazie,due io io
Prendiamo un caffe al bar,un io
"Certo volentieri, io lo prendero macchiato",certo ora io e lo
A che ora arriva il pullman,tu io
Dovrebbe arrivare tra qualche minuto,tu a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo e io e io
Va bene grazie lo stesso,tu a io io
Prego,tu io
Perfetto vorrei comprarne due.,pero io io e io
Certo ecco a lei vuole un sacchetto,tu a io
Si grazie e arrivederci,pero ora io e io
Le auguro una buona giornata,pero io e io
Buongiorno io sono Mario,due io io
Buonasera io sono Mario,pero ora io e io
Piacere Luigi come stai,pero e io lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,pero ora io e io
