Truth,Decoded
Quanto costa il biglietto,a lo
Purtroppo non lo so pero potresti chiedere all autista,pero e so certo
Va bene grazie lo stesso,tu lo
Prego,un lo
Perfetto vorrei comprarne due.,tu e io lo
Certo ecco a lei vuole un sacchetto,tu e io lo
Si grazie e arrivederci,e e a lo
Le auguro una buona giornata,un io lo
Buongiorno io sono Mario,tu lo
Buonasera io sono Mario,tu a lo
Piacere Luigi come stai,un io sono
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora costa e lo
E in offerta costa dieci euro,tu e io lo
Tutto bene grazie,io io lo
Prendiamo un caffe al bar,tu lo
"Certo volentieri, io lo prendero macchiato",certo e io io io
A che ora arriva il pullman,tu lo
Dovrebbe arrivare tra qualche minuto,tu a lo
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,certo io io e lo
Va bene grazie lo stesso,a a io lo
Prego,tu io
Perfetto vorrei comprarne due.,pero io io certo
Certo ecco a lei vuole un sacchetto,tu a lo
Si grazie e arrivederci,e e e io e lo
Le auguro una buona giornata,e e io e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,e e e io io
Piacere Luigi come stai,pero e io lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora io certo
