Truth,Decoded
Quanto costa il biglietto,tu a bar
Purtroppo non lo so pero potresti chiedere all autista,certo ora so certo
Va bene grazie lo stesso,tu a io io
Prego,tutto io
Perfetto vorrei comprarne due.,e e io io
Certo ecco a lei vuole un sacchetto,e e a io io
Si grazie e arrivederci,e e a io
Le auguro una buona giornata,io io sono
Buongiorno io sono Mario,io io io
Buonasera io sono Mario,un sono
Piacere Luigi come stai,io io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo io costa un io
E in offerta costa dieci euro,va a io
Tutto bene grazie,io io io
Prendiamo un caffe al bar,io io
"Certo volentieri, io lo prendero macchiato",certo io io costa un io
A che ora arriva il pullman,a a io bene
Dovrebbe arrivare tra qualche minuto,a a io io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io e e io
Va bene grazie lo stesso,a a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo io ora un io
Certo ecco a lei vuole un sacchetto,a a lo io
Si grazie e arrivederci,e e costa certo
Le auguro una buona giornata,e io costa certo
Buongiorno io sono Mario,un io
Buonasera io sono Mario,e e e costa certo
Piacere Luigi come stai,e e io costa certo
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo io e costa un io
