Truth,Decoded
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,pero ora io io
Va bene grazie lo stesso,tu io io
Prego,tu io
Perfetto vorrei comprarne due.,tu e io io
Certo ecco a lei vuole un sacchetto,tu e io io
Si grazie e arrivederci,a e a io
Le auguro una buona giornata,io io sono
Buongiorno io sono Mario,tu io io
Buonasera io sono Mario,un io
Piacere Luigi come stai,io io sono
Tutto bene tu,un io
Salve quanto costa quell articolo,certo ora costa un io
E in offerta costa dieci euro,lo e a io
Tutto bene grazie,un io io
Prendiamo un caffe al bar,io io
"Certo volentieri, io lo prendero macchiato",certo io io costa un io
A che ora arriva il pullman,a io io
Dovrebbe arrivare tra qualche minuto,a a io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pertopo io io io io io
Va bene grazie lo stesso,a a io io
Prego,tutto
Perfetto vorrei comprarne due.,certo ora a e io
Certo ecco a lei vuole un sacchetto,a e a io
Si grazie e arrivederci,bene e costa un io
Le auguro una buona giornata,e e io io e io
Buongiorno io sono Mario,un io
Buonasera io sono Mario,e e e a io
Piacere Luigi come stai,e e si io e io
Tutto bene tu,tu io
Salve quanto costa quell articolo,certo ora costa un io
