Truth,Decoded
Quanto costa il biglietto,un bene io
Purtroppo non lo so pero potresti chiedere all autista,certo oaeo io bene io
Va bene grazie lo stesso,una bene
Prego,tu bene
Perfetto vorrei comprarne due.,pero io io e io
Certo ecco a lei vuole un sacchetto,e e a io so
Si grazie e arrivederci,e e io lo
Le auguro una buona giornata,io io io
Buongiorno io sono Mario,io io bene
Buonasera io sono Mario,una lo
Piacere Luigi come stai,sono io sono
Tutto bene tu,un bene
Salve quanto costa quell articolo,certo io costa e io
E in offerta costa dieci euro,tu lo lo so
Tutto bene grazie,io io bene
Prendiamo un caffe al bar,io bene
"Certo volentieri, io lo prendero macchiato",certo io io costa io io
A che ora arriva il pullman,tu a io io
Dovrebbe arrivare tra qualche minuto,una bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io lo io e io
Va bene grazie lo stesso,tu a io sono
Prego,tutto
Perfetto vorrei comprarne due.,certo io io io io
Certo ecco a lei vuole un sacchetto,io bene
Si grazie e arrivederci,e lei costa due io
Le auguro una buona giornata,e io lo e io
Buongiorno io sono Mario,tutto lo
Buonasera io sono Mario,bene e costa io
Piacere Luigi come stai,e io costa e io
Tutto bene tu,tu bene
Salve quanto costa quell articolo,e lo costa e io
