Truth,Decoded
Si grazie e arrivederci,pero e a certo
Le auguro una buona giornata,pero io io
Buongiorno io sono Mario,tu e io io
Buonasera io sono Mario,tu e a io io
Piacere Luigi come stai,tu un a io io
Tutto bene tu,un io
Salve quanto costa quell articolo,le e e a io
E in offerta costa dieci euro,le e io certo
Tutto bene grazie,un io
Prendiamo un caffe al bar,tu io
"Certo volentieri, io lo prendero macchiato",e e a a certo
A che ora arriva il pullman,tu io
Dovrebbe arrivare tra qualche minuto,tu a lo io
Quanto costa il biglietto,tu io
Purtroppo non lo so pero potresti chiedere all autista,pero ora costa certo
Va bene grazie lo stesso,tu a lo io
Prego,tutto
Perfetto vorrei comprarne due.,a e io certo
Certo ecco a lei vuole un sacchetto,e e e a certo
Si grazie e arrivederci,a a io
Le auguro una buona giornata,tu io
Buongiorno io sono Mario,io io io
Buonasera io sono Mario,a e io sono
Piacere Luigi come stai,tu e io io sono
Tutto bene tu,tutto
Salve quanto costa quell articolo,io io io
E in offerta costa dieci euro,io io bene
Tutto bene grazie,tutto io
Prendiamo un caffe al bar,tu io
"Certo volentieri, io lo prendero macchiato",e e io io io
A che ora arriva il pullman,tu io
Dovrebbe arrivare tra qualche minuto,un io
