Truth,Decoded
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero e lo e lo
Va bene grazie lo stesso,tu bene
Prego,un lo
Perfetto vorrei comprarne due.,due lo lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,a a lo
Le auguro una buona giornata,lo lo lo
Buongiorno io sono Mario,lo lo bene
Buonasera io sono Mario,un lo
Piacere Luigi come stai,lo lo lo
Tutto bene tu,tu lo
Salve quanto costa quell articolo,certo ora lo e lo
E in offerta costa dieci euro,a e lo lo
Tutto bene grazie,lo lo bene
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",certo lo costa e lo
A che ora arriva il pullman,tu lo lo
Dovrebbe arrivare tra qualche minuto,e bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo e lo e lo
Va bene grazie lo stesso,a a lo lo
Prego,tu lo
Perfetto vorrei comprarne due.,pero lo lo e lo
Certo ecco a lei vuole un sacchetto,a a lo
Si grazie e arrivederci,e e e lo e lo
Le auguro una buona giornata,e lo lo lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,bene e lo tutto
Piacere Luigi come stai,e lo lo tutto
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo e lo e lo
