Truth,Decoded
Quanto costa il biglietto,un bene
Purtroppo non lo so pero potresti chiedere all autista,certo ora so certo
Va bene grazie lo stesso,tu a bene
Prego,un lo
Perfetto vorrei comprarne due.,tu e lo
Certo ecco a lei vuole un sacchetto,tu a lo lo
Si grazie e arrivederci,tu e a lo
Le auguro una buona giornata,lo lo lo
Buongiorno io sono Mario,lo lo bene
Buonasera io sono Mario,un lo sono
Piacere Luigi come stai,lo lo sono
Tutto bene tu,un lo
Salve quanto costa quell articolo,bene ora costa e lo
E in offerta costa dieci euro,tu a a lo lo
Tutto bene grazie,lo lo lo
Prendiamo un caffe al bar,un bene
"Certo volentieri, io lo prendero macchiato",certo e costa io
A che ora arriva il pullman,tu lo bene
Dovrebbe arrivare tra qualche minuto,a a lo
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo lo
Va bene grazie lo stesso,tu a lo lo
Prego,un lo
Perfetto vorrei comprarne due.,certo lo a rieto
Certo ecco a lei vuole un sacchetto,a a lo
Si grazie e arrivederci,e e io costa e lo
Le auguro una buona giornata,e lo lo e lo
Buongiorno io sono Mario,un lo
Buonasera io sono Mario,bene ora costa e lo
Piacere Luigi come stai,e lo lo e lo
Tutto bene tu,tu bene
Salve quanto costa quell articolo,certo ora lo e tutto
