Truth,Decoded
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa una articolo
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Quanto costa il biglietto,atoisa io
"Certo volentieri, io lo prendero macchiato",e e costadreruo
Purtroppo non lo so pero potresti chiedere all autista,pero so e va pero prego autista
Dovrebbe arrivare tra qualche minuto,e rfetoio a carear due
Va bene grazie lo stesso,griti si io
E in offerta costa dieci euro,e io io
Prendiamo un caffe al bar,prendiamo a caffe a
Piacere Luigi come stai,piacere lo io come stai
A che ora arriva il pullman,e e ora io pullman
Le auguro una buona giornata,le quanto io una un a
Buongiorno io sono Mario,prego lo
Certo ecco a lei vuole un sacchetto,si e a io io
Buonasera io sono Mario,buonasera io sono mario
