Truth,Decoded
"Certo volentieri, io lo prendero macchiato",certo oniero io lo sono macchiato
Tutto bene tu,tutto bene tu
Le auguro una buona giornata,le un lo una ulnato
Salve quanto costa quell articolo,salve quanto ora al io
Piacere Luigi come stai,pero un lo stai
Perfetto vorrei comprarne due.,perfetto vorrei uprae
"Certo volentieri, io lo prendero macchiato",certo vorrei io bene mario
E in offerta costa dieci euro,e un offerta costa a minuto
A che ora arriva il pullman,e che bar si pullman
Buongiorno io sono Mario,tuner io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtroppo sono so pero io cerelachiata
Dovrebbe arrivare tra qualche minuto,doreberivar a minuto
Tutto bene tu,tutto bene
Certo ecco a lei vuole un sacchetto,certo a ireai un achieto
Quanto costa il biglietto,quanto tu e e
Tutto bene grazie,tutto un io
