Truth,Decoded
"Certo volentieri, io lo prendero macchiato",io io io io io
Tutto bene tu,tu io
Le auguro una buona giornata,io io
Salve quanto costa quell articolo,tu io
Piacere Luigi come stai,tu lo
Perfetto vorrei comprarne due.,tu io
"Certo volentieri, io lo prendero macchiato",io io io io
E in offerta costa dieci euro,io io io
A che ora arriva il pullman,tu io
Buongiorno io sono Mario,tutto io
Purtroppo non lo so pero potresti chiedere all autista,tutto io io io e e io
Dovrebbe arrivare tra qualche minuto,un lo
Tutto bene tu,tu io
Certo ecco a lei vuole un sacchetto,tu io
Quanto costa il biglietto,tu io
Tutto bene grazie,tu e
